mu,sigma,initial_noise_factor,final_noise_factor,path,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
-0.2,0.4,1.0,2.0,0,100.0,101.7417192552116,99.55696529851447,105.45820625457709,102.56366524620829,105.4987734174475,106.65939007757451,104.2020527682352,105.54570897940017,104.24734838967879,104.40085211285455,97.76780948291174,89.46383147659192,92.4611975006323,85.90815990680854,86.56901651300397,87.33618286805643,83.20851951937475,79.56423314936497,81.7402409039439,79.7832599693936,80.94991384880854,83.00410569624486,92.75589656331094,89.20571342104478,85.50022883898882,80.01151014363518,76.11782229397062,81.71810866271579,81.96834372387157,80.85931264018686,77.20555612624084,76.10986263515491,76.28970816790341,76.02647354659238,72.52140171807213,73.55217997569966,75.46396631375065,75.35484602778095,71.71641792045453,68.00685307123607,61.984401247090226,64.36065412957691,72.20990804185527,67.26375794394369,68.58661319020769,68.1449404091895,76.2763363970798,74.83455104906854,74.0585356123754,73.81614272669027,77.84491417986243,78.914291255622,71.05077338003227,73.69478486005707,77.3967620625627,77.59850399915298,78.80260145088484,78.67378906490768,80.16110504527087,80.30393808611326,84.08000019016693,87.47662574746676,82.85007829283714,73.93652901618617,72.11378501449597,81.30568202427446,78.03014931217112,84.60828612749224,88.58984529459379,86.2001173328728,82.9399858518639,83.91759336759627,85.48450815758902,86.41540842319883,75.75502675182936,70.78939358966043,67.77233161111769,71.07573233153263,71.78455581127415,73.83271045992801,78.80162449936462,77.51948750519493,74.43035395355469,67.229509746519,66.79658588675903,63.592167776266564,64.38424475709536,63.35555086094586,76.47765574770585,81.17077448212753,83.25614192431878,81.0839092026287,87.84456146441593,83.9050181174521,75.71843662104477,74.09208950974848,77.7233188172403,78.29636637633878,83.11713584429218
-0.2,0.4,1.0,2.0,1,100.0,99.16491856247532,97.02634448669426,95.85920982578536,103.24815094632729,103.70318112356168,101.73844978888438,100.65100107027594,107.26498601185243,108.64355498369636,113.05707339106024,110.65487386745637,110.2144806574783,105.48027604887582,105.51471799061464,111.74047745173226,113.23374406820044,117.15405443542716,112.41344276124997,107.61745202783614,111.81994796703596,114.57526477757878,120.76512513283157,109.85684367938529,110.73217447566606,109.79089707967343,114.66764070774637,114.00177006108416,105.62529018478978,108.99083278370084,105.93521491181906,102.58320656969258,108.4066743350668,111.58113698397517,106.04453823665374,107.14877479062135,115.77835904781553,125.57105302975202,128.70992946424138,124.14311242348424,127.25367130801746,122.67980562809146,114.76632263925383,126.53305523451675,112.19560338409097,111.66993500234233,117.74577167660803,117.66026006927184,102.38370681667797,96.44543196762956,105.10648981194291,117.62514021845378,116.9385184010061,120.55450287699821,108.52193526286419,100.89803938274177,99.64324293594937,113.19719729067505,125.4970490415291,121.88401957611013,117.8838546088246,110.77625096725201,110.06933916126098,113.18801211286522,124.78456383362516,138.92638405526148,149.29856600140658,143.5406000571837,124.522459695228,115.04946876677808,124.13834456717223,132.99996389226345,131.74852535906888,116.71689968390861,108.72878783413464,99.13536197054385,89.8846887412941,90.41099693533602,86.61892048629277,78.50070589077743,79.46058642303679,76.33255300102954,73.72095381734849,81.5039351979982,75.9624029956802,79.62874636363532,76.19132912540542,67.83443829282201,63.703407406903374,61.026266715775236,63.24760110868916,61.20360631459373,62.06839111867325,57.179181854234855,65.98105577616262,70.43000211137851,72.19858748750526,79.94650321672873,75.53668331088127,77.92016928205908
-0.2,0.4,1.0,2.0,2,100.0,102.36417551700005,103.09066704589586,103.08882813439503,102.74287840952121,101.95915717388846,98.79735374306193,93.96474733052165,93.55710501069623,99.50502834235793,96.2085126518439,94.4906906802799,94.48108273222729,100.3843114497485,95.37007836082009,88.32477593796148,85.34206795066892,89.84534312672255,89.26866958267998,84.5950791525993,85.22992449133191,89.56568607916265,93.57166046436063,96.51433689679378,96.4622682649301,98.65227498677847,109.48176062264265,92.60115224734209,98.00863322869672,106.06944665086439,102.5804192814006,106.37868780091797,110.80669951786271,105.79020101189768,105.92391161630746,107.03428634435019,111.83291194808521,110.85752780899521,119.76709367447346,106.129534167864,98.29049305657442,98.04465651208504,89.61165312093924,88.09754084989648,86.49847517264212,76.50951742804354,72.02755418443017,68.93092270623573,62.84086460093842,56.94360381947171,57.04859621778744,52.280841694746904,51.38272092263796,49.202742955681124,48.865853370589164,50.35645011445624,54.011463828713445,56.88905391411371,57.91432472492271,60.12403541114567,61.822315658796214,65.20049202774496,66.20850852999777,74.64301723060827,73.66675863964663,72.21289507952963,70.7366922275898,70.38474185487486,68.59007866071406,66.01555052803147,61.16517686247429,58.12529351556709,55.829950932722426,50.71471216351477,52.03051851994751,49.664636499942,46.23752341623131,55.270850228070664,57.654775532186,59.080164738384326,60.07831266948127,60.32870739113145,66.8430982954169,78.87208785873702,73.0484294844881,67.0367655998501,63.75321453927239,71.37680780861169,64.1643775594709,61.66068724850245,66.68058589955214,66.64032994835551,67.73903596989356,68.24661766433243,60.82263440746253,63.80794344535939,57.682682423503906,58.419098491136864,62.266392524756085,57.49227169216893
-0.2,0.4,1.0,2.0,3,100.0,106.04893008564203,97.81116755540552,91.97705400330996,87.77163268502082,86.42629787695405,88.44908517652495,83.79970055982102,89.40906186099839,87.16696859399073,85.67904878887326,82.44960130697345,91.81176606535527,85.93376215760614,87.5642322451783,88.06417097468503,88.76943017114422,85.1857701953968,86.32651357848195,88.08501816298163,82.74031781868449,86.82642592892546,89.38017617496108,82.3314599221442,79.49021374036552,82.77463519092396,86.95214634530299,82.31217516544648,82.12504016386681,76.82819430442876,80.07398302775742,82.44524673548322,85.82305750303087,95.66023634476448,91.99248060799724,89.25807651376739,88.23743037758206,89.94919905831021,94.57534379387381,91.5939138193461,101.20280940026814,101.18760031639938,108.4997931267091,114.37952946679313,118.87262701422428,117.929099990831,121.11250570975635,122.30304395198941,132.2403219686213,133.4794216395888,126.40237471736923,130.40873204075857,123.06267028192963,127.07969109657397,117.6149061859331,128.25148144273095,129.93949198291108,126.95016628502175,124.8543008881371,143.84891254622528,146.5428540904495,159.46444518535571,147.83389211940266,160.9366291798039,156.05480844530115,140.9210559674622,130.57222559337492,125.56527611712986,122.127419957403,125.8822121997103,130.89955419145184,118.54486713427721,121.50459478034517,127.55988677170342,112.98851039688894,112.87855532690867,121.22991803358947,120.071554279225,128.3208447884951,133.68037198158774,121.59863807780344,117.26742830601866,118.62487773908668,115.19270754011139,108.55929732993745,111.36296973181206,121.3231557167775,138.37803776781837,130.61099542828245,140.94390399999455,153.6117679627188,168.8992113416851,190.11907118292635,179.61240783004865,151.0142037803242,149.43151284196549,166.87237934741083,175.96741235911688,166.6358681675208,165.54005301867898
-0.2,0.4,1.0,2.0,4,100.0,98.78150487900713,91.81114927808291,89.52385927504466,92.38115819133267,86.57621450788773,90.1918887928788,93.12247884544517,82.92550005608045,79.82943482892156,78.24457791606709,77.46904596051925,76.58955259855146,78.42844018453849,74.99795705889409,75.687686280237,76.50943336929045,79.81408942612896,80.63718164101323,79.56092061451623,80.00072600405687,74.63104043385857,73.28613033138926,71.40388826380197,79.19332002697398,74.3718218717568,68.69668092928873,67.6312681998473,64.1367280610985,71.39884570659106,72.53335375850585,72.25136823970246,77.19082056825285,72.9635805956886,76.66358612121073,74.52918323192924,74.2439496529313,76.8900269044696,86.3519900462871,82.55164311290883,87.94157920838794,85.49766185073955,86.88318060370985,89.898384287933,97.750247926159,90.37398994599917,87.37327512050527,86.55539122069928,95.14163333590108,90.69372350747648,99.09466434671758,95.00949059480833,91.478968253726,87.06000820154364,83.3996844754185,71.35037267332822,72.6656638062832,78.14024363150371,82.11524112677742,82.83828502528738,88.27817342652412,90.40667455624134,105.63638074153221,116.87191535725553,109.05851222239463,107.00392385682422,126.58785794261402,120.36376085617083,109.19482937200547,100.25509343577683,104.08925557699638,93.31448263257623,92.8129386129025,93.6542625027484,100.32743384427289,103.73870719678709,96.76038117467544,104.66933354217483,109.10154411290283,113.245728022901,104.47250963363604,100.95414907627728,108.52545206310319,104.74972590403095,104.19051876279113,105.18688211738974,116.58540725268765,111.05077396442131,110.4647396084611,115.98343371255181,128.46949092066674,129.99440618717693,128.68566473953044,140.7281933279616,145.20919754962122,167.23719433732123,165.6989317791933,164.07133536448998,157.93184466373845,157.4450982510868
-0.2,0.4,1.0,2.0,5,100.0,98.78157039863535,96.27124939481828,96.44180143090551,91.40979477800117,88.4395422224559,91.74430891986684,96.95554069799576,100.17901326911482,97.73718702063441,91.38555765827144,92.77964856878788,93.77859507367468,103.24917347754226,110.50074197241776,114.22681622280264,110.19375020674302,112.02906306712788,116.16381331448706,119.84362909873695,121.73944162107648,116.0118457552217,120.05260268399182,126.30585318662185,129.97586187230422,127.46268989728713,124.04176163022656,116.09756446787962,118.54475972836106,106.88600343011375,102.81503313743568,103.15983009017654,102.98553451847458,96.27355809023611,95.25061083477507,96.18198976525679,90.82227057024834,88.59874070706098,84.68682654447308,85.15915805302976,82.71890033177468,85.43679416190314,81.65171452933834,88.05384856178193,88.18319413421868,91.41937259490155,87.03876869575089,85.67496199252581,84.18507850130432,77.12684232827375,79.4387251878615,76.91982140920264,80.30977828643971,71.71017160364808,71.71875999561189,68.07056265316987,66.1578617318845,64.30366300994926,55.7608965797614,56.48977649993441,54.52278160070332,61.35546680590777,61.698388254064994,59.508939571578615,53.23776156940103,52.14186583113064,52.20092927364542,52.426376663402415,49.617349194123804,51.92182638015545,50.69818396461576,52.69608537027218,56.69286362798022,55.81913289261768,57.52441571296862,54.52217021306335,65.4395692047743,62.08734713354949,55.364700648400394,59.651907021111946,64.17111091349065,62.57520177928205,56.003840388763734,62.116273669574575,63.01962682597652,65.17575919614458,62.29144419854615,60.34173622772931,68.86683819389849,78.96350885740537,82.72218162413641,82.78406045611605,84.3406866275165,74.77430877596451,71.71607730111957,65.78871643248608,71.61068781843545,79.99191528354385,68.68109261760392,62.45636266073421
-0.2,0.4,1.0,2.0,6,100.0,106.28991243717547,101.7019903871697,96.72055443241219,97.29179552297711,95.1607755925865,91.57744546587638,91.04036500200814,91.12784520728873,94.57327636546498,95.54565895664247,103.60140499933271,103.15119290601098,98.35895197745712,94.64255460691835,89.1577684401248,96.94845221742072,100.4692622338214,100.24984515479511,102.24701818825272,97.72588577441783,99.91243801107919,95.94549905237639,95.98029298513895,86.56502076354097,84.29719168718705,89.6040816481964,97.07922204612876,97.79947644523641,96.76516974043498,101.11579106122392,107.81490851913301,111.45523870958549,118.20667343489721,112.77423642288555,104.00004772436593,103.60486036359268,104.5917327222058,109.4443948382948,111.23201475291754,100.77423413331707,94.62000442684868,103.04588239612096,97.23986170586869,106.50468583986442,108.48931414110427,107.511853642451,111.15372019524412,114.69154210105485,110.04732914448127,103.11818616756364,99.21559165890716,101.99776904413736,92.06964888533193,87.07274166747793,89.99214172162803,87.05113668174731,76.37851987117268,77.30760573576941,74.87177546890302,73.38393145338085,69.62146811470431,69.92070067508241,65.36843640021974,68.8024605715283,57.42300402274554,57.31543132008044,56.18992199270679,52.00327617856241,51.02219443787763,52.02049464009589,47.52502435858486,47.76605606825891,47.69329830689868,48.41504249665963,48.91500667324096,50.502044194276635,50.23623753011309,47.56819960787603,50.35375975532511,50.070164798511094,50.7396574348107,51.59109407370205,57.75291031446597,64.55325741501997,65.76508399428006,61.64313102273985,62.79933823097894,60.23298741897777,62.77551675179245,61.80993813089273,55.55486847411372,58.04726575532343,55.44041491444372,51.07326509176996,45.21686826571943,46.31842713060032,43.7915187458338,42.13241943600041,47.355738570949136
-0.2,0.4,1.0,2.0,7,100.0,102.86058719846535,103.89656534206024,105.22223092638775,96.71343439645506,100.8214826965305,99.23004586978774,103.29531876571014,101.68450592618237,102.86407834688777,103.76149218555607,104.27651573539404,98.68070143702975,95.91791201094931,94.2552697580557,88.45250427693539,90.16592469068924,98.26043878037294,104.94414966331286,104.28855708485587,104.76716895943339,107.10478877181193,105.5780976913242,99.84569042702034,100.49158900180244,96.98996997561619,93.32994682048017,86.54719289614764,83.69328469784766,86.0317067563778,87.1730729345957,84.27600158994677,82.67481829831175,85.99004350912129,84.28511142961885,77.89814900861099,76.47005004651164,76.30887319781453,76.86954035212781,85.08279170125121,91.52769969803626,90.54178460133123,90.8838003819181,94.25688887727581,86.81071608095607,81.97522304298805,76.9502332880375,80.23022749641143,81.49375197816339,76.19273321008352,75.11691547559818,71.09810830053873,66.80816952816565,66.81771033149825,65.0710369048821,64.07733637195888,62.19652336608892,58.21780777323045,60.95341986317248,57.58487012618086,53.93712325453847,49.643289291982015,51.88827753603595,51.32056715916388,51.42380768511413,51.09659130217852,50.872163239362244,56.09140624454164,62.92447440221114,61.17859060691939,56.03192280659824,63.00093077469216,63.47780147265523,64.84131100128204,69.23719430373903,65.48763871360833,66.15985546001036,74.7871853170217,73.27527387053064,75.51267461297212,79.08858616131555,76.18062519551346,81.05048967121684,77.78891464659651,72.07592507755287,86.1950101174137,89.02218480305979,91.02215823929191,92.30809381564248,89.58333827271576,90.33451254047493,95.36707170277872,96.47317005632348,99.04612947830097,104.35036759700907,98.59152719169107,101.90028928946917,117.10944036058154,96.38375228246883,103.06663089308107
-0.2,0.4,1.0,2.0,8,100.0,97.84684213342906,94.0245612952909,91.46987878606019,86.31101144042059,87.3208401391323,88.30835489088557,89.43505723273388,89.53922611943608,87.25014867074172,87.0257678631236,87.78051002294542,92.13343959527948,92.29059111923681,95.51072868120973,97.55808023896934,92.0536365491922,90.74807395720147,89.37092868294718,85.60023819526104,85.59972617771851,87.51501619540184,85.22754256756711,82.05023721802002,79.17868232442174,86.24394167828665,87.94822694835779,85.7635465893816,85.82994183379945,86.83997858561861,90.33598884556285,92.70327781827964,94.0399615476813,96.94298178730506,98.83542716194023,94.80860043624185,96.21795827736598,96.46388281397346,108.55378764906746,114.12443112615655,113.07769207063225,113.52916866427736,121.05486548610006,128.2505480381801,115.93978120119367,112.22060792080937,108.34640285237934,104.7252297445615,125.31239811840186,138.18086540608647,130.7420568888491,130.75914681985964,131.18341536297655,132.91256131968478,141.01681172721476,143.89590547501385,147.06931014032426,130.4015114854539,118.43586492965976,124.5093667196082,120.68045434110579,107.3180220611197,110.40616705769317,110.49820291289917,101.2484930653661,99.43817990415108,100.47299367060768,83.93176845702503,89.1287342175554,93.25546571402916,99.02541235676087,85.641719021599,83.29229234065306,80.01424218093459,89.59698478174465,85.6025798575012,80.35762889619829,76.65369158982332,76.03533037699547,75.4427613342376,75.38536543402809,82.32953450501275,82.59260772765258,79.86698047258697,85.62768341253997,81.45216182028042,77.95490214769212,81.6620666440547,81.33322394600656,84.8095451248855,92.69391034594726,97.1074181888067,93.57204442455172,105.29754697153187,107.00858433141329,106.33062561582341,110.87718021254979,110.21782749360267,96.95176182196855,94.99505197467933
-0.2,0.4,1.0,2.0,9,100.0,101.93033724295968,95.9538762933377,94.54253492346189,95.05344056057247,88.02242214541475,91.48313995534699,88.7429125897304,81.21342694083995,82.81912806555682,81.7394881449998,81.24195634409826,83.79039789505758,81.67609120803195,77.00219322858833,77.84309513772929,80.02661664053498,77.03689283636244,87.34592809442003,81.04217446861323,76.50125281199007,91.92557860406781,92.0355374851201,94.8987931745431,98.72040692190048,100.45810427289865,104.16563994896362,104.56657451915511,102.23722918094425,98.72760506539215,101.72827557801828,100.3747216042465,99.40862151213418,102.50041286572343,99.17155115988193,97.76093350322091,93.19775943230417,89.08248558333733,84.9569518577735,82.04507868019353,87.68813063522677,90.01721230934778,90.11043283753209,81.25855037414246,80.77249535794313,75.74724842604239,70.43188343864468,67.89673431119981,72.34647805324285,76.03642502502791,69.78677474560021,66.18508472084169,69.0851269657976,65.18277786531212,62.73118871962808,60.256573498660174,58.53016360476403,57.09218212166314,61.200321774718006,57.795187787082426,59.04221800892192,64.83191523364432,65.59540750289288,70.24906320226403,64.3469673483915,67.18428900027853,66.35730775523491,71.17677361403915,77.30936149656812,79.44359350327997,78.23161962636385,87.61143486971648,87.0248461274307,82.23121533328201,87.99985221318984,79.5247948787793,83.3101736036771,94.45202481916596,98.44360883138235,87.161182956436,87.10388826645598,81.41275496112804,87.73307154701985,85.70166841696073,84.12659221727546,80.65888290489634,84.31156693485984,97.71766650059936,106.55374873763637,115.54586278251814,108.28649220575296,127.38997888615849,128.94154895934082,127.93000426656072,122.10859489925365,124.10044127198124,128.17436956221036,114.18803518686684,120.93719506647608,120.85741648283724
