pos_mu,neg_mu,sigma,initial_noise_factor,final_noise_factor,change_point,path,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
0.1,-0.9,0.1,3.0,5.0,0.5,0,100.0,101.60786600017046,100.2816829388977,104.9812652320829,103.1515580618407,105.64049870340361,106.81551932966593,105.32040257050187,106.63131796352631,105.98967588712107,106.42049426758699,101.77588965716657,95.73223239491885,98.32641309206919,93.53923082595479,94.33356899604787,95.21176059172738,92.24970656138836,89.61846821154317,91.62085986411736,90.32619122518017,91.5251495405856,93.429059505174,101.31552051113593,98.86673716229905,96.25343186069124,92.16233316016293,89.27202548339949,94.06137581769926,94.53417642337756,93.91771470056165,91.22777525826368,90.59380273141096,91.00239824452771,91.04784879531846,88.40362933515058,89.51702100881761,91.35950663846549,91.53065360494188,88.75523767042112,85.8578210992911,80.86131676157125,83.1803847537695,90.15283797671633,86.18929650371753,87.57315944632049,87.44128428413234,94.56880847982228,93.63325926494602,93.24631443462998,92.37677817421302,95.01720362658479,95.1956665923369,88.15587614401615,89.66774704389631,91.95731631323683,91.45453975281848,91.7244243678605,90.96773645187294,91.4327792237768,90.8818063479064,92.9865399153083,94.74128439120305,90.77878769423023,83.6748250661615,81.73231159110087,87.73091253295681,84.80270039693401,88.73076753023788,90.75521503028317,88.52043471512224,85.71939121734499,85.74675511736221,86.1488145886146,86.12502937898658,78.56377615554968,74.67389655193915,72.09225584617991,73.7860816480751,73.71887145176319,74.51282529563254,77.11285313662997,75.75838487898335,73.28775105924552,68.19854320864856,67.42719409002369,64.8830343162614,64.91993413124861,63.79546076929957,71.33730554115475,73.53434343134083,74.17837073456354,72.42316027756054,75.61499761159888,72.9307898885116,67.87895138515489,66.47375300738699,67.99999845597023,67.8169159387965,69.88803834530486
0.1,-0.9,0.1,3.0,5.0,0.5,1,100.0,99.67796147050572,98.37005312566926,97.78563303717314,103.62491911208858,104.27589776010835,103.12848958064117,102.62648015054828,107.83992439439002,109.17522124069812,112.71931217945713,111.30854013953083,111.31866416011039,108.16965839082833,108.51623261380855,113.40726812187948,114.82825331033109,117.99900454203453,114.91755552357148,111.74204411571681,115.15287534339988,117.4942536371665,122.29093087424566,114.74881355890419,115.72634028047864,115.3720926067479,119.27374548783406,119.13580202458137,113.30659145470811,116.1348041927673,114.20026158971312,112.01413113586027,116.69579564454048,119.37899434651148,115.61136885102825,116.76936204079797,123.47441590706728,130.88360428227105,133.48420377511889,130.6178788248775,133.2089613941464,130.3173862509403,124.927885069178,133.81293375955167,123.75089074903354,123.71066647017997,128.55246168806224,128.8535472934739,117.73900926997707,113.45313900585116,119.28763113083474,127.64413465378091,126.23769200728273,127.89082856583613,118.43176590969361,112.0526666350587,110.33322407843659,119.14922385966413,126.6043009317127,123.30456671781965,119.76671801314288,114.15765795437467,112.86288416335186,114.1151720402975,120.7380077779325,128.55295218564476,133.74814385980414,129.434482949355,117.18161729397313,110.5228788822105,115.2591486436231,119.64143970883437,118.05554159366757,108.40039087797858,102.8169882221576,96.18944486791851,89.67333774149621,89.35906865867932,86.31162101566522,80.45962258103965,80.50015495705607,77.89547336522517,75.63463565144968,80.04107276766837,75.9820403688761,77.72395550828556,75.0305225088254,69.19985217910624,66.019475223378,63.78539529634881,64.76876100022163,62.97982726887865,63.07795540839844,59.46766416083358,64.59798189795667,66.81205841301507,67.36696100464702,71.29062555710325,68.3017014511079,69.13578464793144
0.1,-0.9,0.1,3.0,5.0,0.5,2,100.0,102.07219732775013,102.92350402053125,103.23442736952917,103.28959876223428,103.01777896882497,100.96072888126902,97.60636437843549,97.58859160096848,102.38166336560155,100.20237879833634,99.19687595830736,99.48510955394093,104.23928512048434,100.76544738228665,95.6502745484884,93.60387156205758,97.38954244691818,97.22989446190846,93.8626040478299,94.63820389833252,98.30270983438503,101.67884365470822,104.22102214534789,104.48565163354115,106.44988508306275,114.81523796166118,102.46623668257831,106.89980305210288,113.25267424094501,110.98047072746023,114.13206866846828,117.72500399322519,114.36036430455016,114.78882785169996,115.94407049345764,119.81667447117843,119.4437121472593,126.26188874506892,116.63215101734076,111.03063028443756,111.15842334096568,104.89883787438139,103.99433440637632,103.0107586429755,95.12132610904408,91.6028818748793,89.19665578525185,84.0819553077315,78.9492639822232,78.48049718225595,73.52148922650194,72.15915985089707,69.61093786381821,68.79806726210013,69.67542155945225,72.4509835800728,74.43489177546165,74.77435556293617,76.08683608717486,76.93357758539113,79.09026464439066,79.31366708600011,85.16024389204975,83.82421821288594,82.14693531154808,80.46670902057996,79.62849884149168,77.74085124952495,75.29072006151918,71.14642670237222,68.34429622203655,66.109582273397,61.690788996592666,62.263436304062175,59.991778048030305,56.885930832411795,63.32156100221053,64.5870341055564,65.12944439273228,65.35404713449462,65.05350910152494,68.94436824091748,76.04905363013035,71.9042078526687,67.59383980030753,64.99966911039215,69.3165660394271,64.32692800320643,62.27332258706911,64.95427171973007,64.4583327242748,64.65330213803041,64.48621675411958,59.545363206024284,60.91919333828332,56.76514806172665,56.80252010133533,58.687491536411606,55.424470434599456
0.1,-0.9,0.1,3.0,5.0,0.5,3,100.0,104.80648897302041,98.97843203958288,94.84601423395847,91.89321322813902,91.12598162310132,92.97003740042943,89.62787484296983,94.26020669210442,92.8075617956255,91.92682982768044,89.66760939515129,97.20951999673123,92.95526020877027,94.50021750160762,95.16812396546436,95.99593781818716,93.4891219500168,94.65680704155946,96.30453024448178,92.3984535705916,95.88027449255905,98.14619290999242,92.90785191652425,90.91113311925439,93.79709656227129,97.36109341066997,93.9829475440346,94.10655025498131,90.1129477783222,93.00000382798831,95.16811297261242,98.12151785781214,106.03169543600282,103.52038108136044,101.6933196925278,101.18615115318016,102.81547940788917,106.69288807770029,104.69286440920963,112.34521368810549,112.65398649836591,118.43139462048715,123.07408403398313,126.66896679575166,126.34944499950385,128.99324835628218,130.20900277892827,137.58186120094376,138.8323301149407,132.92241056730367,134.73999280207408,128.71895318641734,130.54887478981968,123.13584971956888,129.4561907588955,129.64172280743992,126.7513499767843,124.46974958001132,135.62960431390522,136.30451736984693,143.029284876614,135.1355924687358,141.81785982829618,137.99577202769325,128.1931229899072,121.10839620329422,117.21986342121724,114.29770868976041,115.72204245460367,117.82992799447712,109.72072868143414,110.67632502985316,113.37597740605742,104.10331129762695,103.28662403916763,107.3487081655233,105.91865257481469,109.72419004345936,111.81935652102977,104.49134515563496,101.36188451751251,101.3689944546747,98.77148926066903,94.42690723692915,95.27327345515918,99.86516290473386,107.75881192754363,103.13648797220296,107.43802040161404,112.61673355018014,118.69553618006,126.95852188114489,121.60578739960805,108.24885954686161,106.75358280675198,113.57988621665396,116.56874890188786,111.83908184483657,110.56847843676842
0.1,-0.9,0.1,3.0,5.0,0.5,4,100.0,99.38972658758347,94.40190489903382,92.93061510787392,95.4056235598685,91.2180999893235,94.28956511744326,96.81808817218302,89.21060233850531,87.02886073657328,86.0253771055227,85.66111043873671,85.20979910344299,86.93823999317357,84.43574800993161,85.24393745676738,86.15922215306436,89.0611994409877,89.9784843026311,89.38630980687633,89.99964157127141,85.93914206955286,85.09294531536312,83.7943255357534,90.37110172722085,86.73557918990393,82.29681014688686,81.6418040666788,78.9132957461764,85.25632631303955,86.44124026877054,86.45795636175292,90.75174219797785,87.55414785302736,90.83928450374451,89.35466256977875,89.37634237837604,91.80046893240835,99.63635083333202,96.90991654684355,101.448428543642,99.81396218467786,101.19192217295405,103.84303133533591,110.18071688551989,104.81507301226438,102.75643604863748,102.39990288331136,109.39623623066758,106.2530726018598,111.91041543900222,108.03906317623576,104.59976406643453,100.49449745348988,96.97547011356482,86.84028584127718,87.2632896394102,90.88637706179055,93.22942537995263,93.09452774290833,96.36490525317552,97.17748364209172,106.82467282376909,113.29654452226592,107.51609978847537,105.42751446260752,116.76259765714941,112.18567224739839,104.55756455400598,98.21496321841902,99.90353136573792,92.42079658289657,91.43524746478408,91.30464315384252,94.75151325569958,96.11087479309964,91.24421936372534,95.26539707560146,97.12231701914823,98.74685812536029,93.10994376751843,90.43734226494422,94.01786777207427,91.25651885255205,90.28769441486362,90.17700223705744,95.56171135108403,91.98964782011927,91.01726402780952,93.18563848587841,98.68048908173274,98.69637545983612,97.35712505230683,102.24942642434743,103.52756342423247,112.31114538357762,110.85036905297027,109.36581041220636,106.0083244708208,105.03443169683162
0.1,-0.9,0.1,3.0,5.0,0.5,5,100.0,99.38977586668985,97.79815472295256,98.2239367004753,94.68901123607625,92.68742264924818,95.5107422144232,99.76073429684153,102.48298462265228,100.95661873842624,96.42913910268247,97.78477268294465,98.83867744576268,106.2556362730264,111.90336676802193,114.93719594034891,112.35004395318516,114.0179934029491,117.34280756645012,120.32336737966426,122.02593908519907,118.28654416832768,121.53090133343218,126.31720622583029,129.25751244148975,127.87447155914171,125.83280136115077,120.50997478179966,122.62530577504248,114.45693837981041,111.74326048416098,112.32553007730463,112.51828186624998,107.72981834426888,107.2502296486897,108.27784329919237,104.41323655844785,102.95590695120912,100.12291091050756,100.78942359562788,99.10250819028963,101.58517591203876,98.80080328321341,104.25970118068128,104.65924538053449,107.53076795196266,104.33912433065696,103.53297933590278,102.61441046099992,97.05935300905719,98.28083854453433,95.5067226632223,97.57920868054804,89.86748816451464,89.23024908611025,85.58391802351738,83.38580248962948,81.25023719209194,73.44233288258688,73.53975410268129,71.33274248462338,76.51648644383982,76.24373169268743,73.92916588314623,68.25355710267675,66.8500758333709,66.41750652902695,66.12386636146883,63.3431605846095,64.7637653214433,63.3120849552188,64.44498192221889,67.07077934395832,65.92335722634067,66.72736778020645,64.00151204106498,71.43874563067499,68.57075750080666,63.257514136290396,65.8687205339805,68.51541179082444,66.93519801187878,61.91391522951914,65.6555852196605,65.78118941519071,66.71495440205456,64.35662662884555,62.61550008912676,67.58484739879789,73.15689761834952,74.79077075896554,74.28304531431735,74.61468780234964,68.66643399465646,66.40087575919998,62.441248584126534,65.37546576709258,69.56341880924258,62.76939519908783,58.71710348808687
0.1,-0.9,0.1,3.0,5.0,0.5,6,100.0,104.9844677491103,101.89800346530247,98.46507763032558,99.19473538980807,97.88126283056009,95.44226918945297,95.31721512798275,95.67060783549746,98.5901058744433,99.62336837785455,105.96214899165412,105.94364311706367,102.67470634759076,100.16562759555904,96.25064922811679,102.49862994945356,105.45203884920657,105.59838789958853,107.40304533678103,104.32253352068982,106.27728661907969,103.5874727063839,103.9167908949706,96.93741163178649,95.4299474196748,99.87682890884467,105.9190450155696,106.77369569702081,106.29600420161638,109.89916794173683,115.21094582149415,118.2188831003773,123.45475166882308,119.87462546784954,113.72887066797821,113.7585931949399,114.82504916307663,118.76644461659768,120.42501657976734,112.94242528189689,108.5320018790144,115.30252351461287,111.19253719039168,118.55814924395028,120.37969623511873,119.98962642931042,123.04540832327226,126.00670456153226,122.92218532640324,116.86409394037946,113.08586909430913,114.3580696820744,106.08135131778305,101.49924902842223,102.99303421211685,100.0351856401186,91.1123740860411,91.1808767526162,88.64094683657602,86.8523158681537,83.30472358588624,82.9380208886828,78.79790634037171,80.88821406477076,71.38244727036873,70.78193041398119,69.37230585207949,65.49780495128823,64.2280722410503,64.5693752099196,60.46684831072005,60.22677137243653,59.73326775734956,59.87800522717723,59.839366710192174,60.6373912229169,59.99572095185908,57.51615052110838,59.217044936342404,58.57686858397992,58.64794081958726,58.84421906432367,62.768393537942735,66.88435492980551,67.18876247677342,64.01829010658491,64.30702282592071,62.17671340766881,63.360606160768086,62.28811558598136,57.8107983296373,59.000609337791204,56.902209396030514,53.64820486248465,49.33566635624914,49.72259024986964,47.655382476434944,46.17835532590114,49.320036792735344
0.1,-0.9,0.1,3.0,5.0,0.5,7,100.0,102.44199283358651,103.52362357054218,104.82016768139701,98.77438927288564,102.16193396368048,101.27724094307369,104.6187352776876,103.73338657286995,104.9231630876124,105.90389912553175,106.60212825922204,102.7386420926192,100.95521493690288,99.98932040202583,95.81682693668314,97.4285772995778,103.89933052907367,109.20329093901542,109.03834206210773,109.71391838300843,111.76491761387035,110.9634819192877,107.00346168642922,107.80238648419677,105.46543544931174,102.96851974518765,97.97832719998445,95.99811754464768,98.13463264406818,99.32061185970537,97.30868418303832,96.30733911865829,99.23287707330192,98.15937002263252,93.26698837235601,92.35853490620235,92.48986558651056,93.21817717160322,100.16431569445986,105.5525723219212,105.07981963038237,105.6479303592302,108.5861362629874,103.02233445083067,99.40878523322905,95.546113359208,98.5343084945911,99.85112265782391,95.7350703530925,94.15300253578293,90.1196936889176,85.8494760934186,85.2422952327934,83.159285191637,81.72688410461075,79.56001234946382,75.6204565550873,77.38127513456624,74.0078621890063,70.3873287273093,66.18400575320241,67.63741685325337,66.66984894210923,66.27686021245293,65.5265982658626,64.86861631298142,68.62021924939948,73.40090196396247,71.55519232212532,67.11248385286991,71.87165637205251,71.70104887813032,72.16517005290414,74.7337708514425,71.58530706988653,71.53554343629246,76.82566669175044,75.27905456275322,76.1863554165251,77.90432069422754,75.51363452169701,77.98699628987849,75.42409763943604,71.33262897958211,79.33686959705994,80.39112407585492,80.9399097860989,81.06970428701436,78.97135323507999,78.81295811094125,80.96337146482264,80.96190454818587,81.71693204353272,83.8290009976951,80.30448931300955,81.3896230997081,88.16096064206747,77.46992738552865,80.2007181555442
0.1,-0.9,0.1,3.0,5.0,0.5,8,100.0,98.68589806983513,96.09027629257064,94.429977757065,90.73112417324779,91.78993218236467,92.8316872974983,93.98107297274603,94.34356360276004,92.85570013454375,92.95916468471653,93.82238089984168,97.4540406659443,97.86407475270346,100.60609962841352,102.4512381461811,98.57184605572854,97.86017956734618,97.0860065589339,94.43630853680033,94.71332709971233,96.48806778775307,94.98061753019898,92.74681269717271,90.72139052079643,96.59568445889697,98.20984940323858,96.78373322099348,97.11675254001446,98.19186767335827,101.20381302866642,103.32623981372238,104.65204758407435,107.17186920048346,108.91629784350212,106.15998421746295,107.54424795901386,108.04042448592881,117.42408599820645,121.83504860492437,121.42120758100418,122.0963940927918,127.87405831499342,133.33317158564128,124.92453146394425,122.56224175517339,120.04491256544894,117.6735422082567,133.05836664848871,142.43505137907906,136.2936004802881,135.32942014374635,134.64948310701794,134.85089870341264,139.23685289180446,140.0981770463544,141.11072554028024,129.41756104631534,120.60067681789968,123.7350929889665,120.3534242884747,110.64430782063458,111.906691616235,111.16207758708507,104.24344367055043,102.28354232753722,102.23315571993639,90.30148951167595,93.21414992284298,95.29616609343074,98.35631663239043,88.90118650982413,86.68935588660352,83.8649548711808,89.54766739966216,86.332211523541,82.29867495301183,79.26849040238949,78.2881725477017,77.33394163767363,76.73712302949579,80.58814281991269,80.16760490272709,77.90489584354303,80.84268348097858,77.74865933957416,75.06589891892385,76.74831090896845,75.99743948039446,77.46939456925037,81.34874285168905,83.16343079598659,80.65254261087918,86.24437172141603,86.49030037094931,85.51985390564137,87.15874477604096,86.20233847953632,78.97139717172676,77.4034776088289
0.1,-0.9,0.1,3.0,5.0,0.5,9,100.0,101.74864418841938,97.56525798530765,96.79018921293526,97.47139634141675,92.37484665950049,95.32019779152346,93.49752514998941,87.88927549779517,89.4204759683715,88.83608280539885,88.70761589256759,90.98169906676412,89.58564282477764,86.1226739586444,87.05352988243229,89.05648178641648,86.92502863935006,95.3346841410661,90.66232180115723,87.28955973613222,99.67792936725853,100.05407125621703,102.53198867568791,105.71951631581067,107.3306089891583,110.40230289110241,111.01987169650339,109.61147254420597,107.29686185220233,109.86101215793138,109.16349002929333,108.75084715141536,111.38658579493989,109.2033610772038,108.44729529573695,105.26082379885568,102.35843687351593,99.3887297833892,97.33725136980141,102.12206223935783,104.24775752597766,104.61773203550743,97.8441312869674,97.72627561464458,93.8606407823857,89.64023978933977,87.71273372741042,91.77613089373732,95.14399816070504,89.21324586935285,85.50504073544103,87.34636049648823,83.43902411544869,80.76380657168401,78.07856271215402,76.0446732439994,74.27083283263114,77.18834571519216,73.80409216602887,74.30741911078101,78.4368521716733,78.4715824903245,81.47523519574963,76.38755116260914,77.99982738583515,76.81656015209816,79.81740921597181,83.60735071223189,84.48214214345334,83.04266255645611,88.70248049537506,87.68137176697779,83.92697516545826,87.03765633003067,80.96290663700394,82.8138330766952,89.10632130229807,90.83847467520778,83.4260753860302,82.78771637476298,78.72012495373167,81.96457399507648,80.16651962621667,78.65264734673498,76.02288640767368,77.62261488751606,84.6133883511009,88.73106279666942,92.71739096719676,88.34884693641298,97.17485895233933,97.20828854354293,96.0251866720567,92.57632885374898,92.8427418521812,94.05543807809198,86.84753284213839,89.37318133557419,88.686667403523
